line,stage,stage_slug,altitude,depth_status,cell_path
social-systems,15,paradigmatic-turq,turquoise,complete,cells/social-systems/15-paradigmatic-turq.md
social-systems,16,cross-paradigmatic,indigo,complete,cells/social-systems/16-cross-paradigmatic.md
social-systems,17,meta-cross-violet,violet,complete,cells/social-systems/17-meta-cross-violet.md
somatic,1,prehension,infrared,complete,cells/somatic/01-prehension.md
somatic,2,irritability,infrared,complete,cells/somatic/02-irritability.md
somatic,3,basic-impulse,magenta,complete,cells/somatic/03-basic-impulse.md
somatic,4,emotion-complex,red,complete,cells/somatic/04-emotion-complex.md
somatic,5,sensory-motor,red,complete,cells/somatic/05-sensory-motor.md
somatic,6,nominal-rule,amber,complete,cells/somatic/06-nominal-rule.md
somatic,7,sentential-faith,amber,complete,cells/somatic/07-sentential-faith.md
somatic,8,preoperational,amber,complete,cells/somatic/08-preoperational.md
somatic,9,primary-modern,amber,complete,cells/somatic/09-primary-modern.md
somatic,10,concrete-peak,amber,complete,cells/somatic/10-concrete-peak.md
somatic,11,abstract-emerge,orange,complete,cells/somatic/11-abstract-emerge.md
somatic,12,formal-landmark,orange,complete,cells/somatic/12-formal-landmark.md
somatic,13,systematic-green,green,complete,cells/somatic/13-systematic-green.md
somatic,14,metasystematic-teal,teal,complete,cells/somatic/14-metasystematic-teal.md
somatic,15,paradigmatic-turq,turquoise,complete,cells/somatic/15-paradigmatic-turq.md
somatic,16,cross-paradigmatic,indigo,complete,cells/somatic/16-cross-paradigmatic.md
somatic,17,meta-cross-violet,violet,complete,cells/somatic/17-meta-cross-violet.md
spiritual,1,prehension,infrared,complete,cells/spiritual/01-prehension.md
spiritual,2,irritability,infrared,complete,cells/spiritual/02-irritability.md
spiritual,3,basic-impulse,magenta,complete,cells/spiritual/03-basic-impulse.md
spiritual,4,emotion-complex,red,complete,cells/spiritual/04-emotion-complex.md
spiritual,5,sensory-motor,red,complete,cells/spiritual/05-sensory-motor.md
spiritual,6,nominal-rule,amber,complete,cells/spiritual/06-nominal-rule.md
spiritual,7,sentential-faith,amber,complete,cells/spiritual/07-sentential-faith.md
spiritual,8,preoperational,amber,complete,cells/spiritual/08-preoperational.md
spiritual,9,primary-modern,amber,complete,cells/spiritual/09-primary-modern.md
spiritual,10,concrete-peak,amber,complete,cells/spiritual/10-concrete-peak.md
spiritual,11,abstract-emerge,orange,complete,cells/spiritual/11-abstract-emerge.md
spiritual,12,formal-landmark,orange,complete,cells/spiritual/12-formal-landmark.md
spiritual,13,systematic-green,green,complete,cells/spiritual/13-systematic-green.md
spiritual,14,metasystematic-teal,teal,complete,cells/spiritual/14-metasystematic-teal.md
spiritual,15,paradigmatic-turq,turquoise,complete,cells/spiritual/15-paradigmatic-turq.md
spiritual,16,cross-paradigmatic,indigo,complete,cells/spiritual/16-cross-paradigmatic.md
spiritual,17,meta-cross-violet,violet,complete,cells/spiritual/17-meta-cross-violet.md
storytelling,1,prehension,infrared,complete,cells/storytelling/01-prehension.md
storytelling,2,irritability,infrared,complete,cells/storytelling/02-irritability.md
storytelling,3,basic-impulse,magenta,complete,cells/storytelling/03-basic-impulse.md
storytelling,4,emotion-complex,red,complete,cells/storytelling/04-emotion-complex.md
storytelling,5,sensory-motor,red,complete,cells/storytelling/05-sensory-motor.md
storytelling,6,nominal-rule,amber,complete,cells/storytelling/06-nominal-rule.md
storytelling,7,sentential-faith,amber,complete,cells/storytelling/07-sentential-faith.md
storytelling,8,preoperational,amber,complete,cells/storytelling/08-preoperational.md
storytelling,9,primary-modern,amber,complete,cells/storytelling/09-primary-modern.md
storytelling,10,concrete-peak,amber,complete,cells/storytelling/10-concrete-peak.md
storytelling,11,abstract-emerge,orange,complete,cells/storytelling/11-abstract-emerge.md
storytelling,12,formal-landmark,orange,complete,cells/storytelling/12-formal-landmark.md
storytelling,13,systematic-green,green,complete,cells/storytelling/13-systematic-green.md
storytelling,14,metasystematic-teal,teal,complete,cells/storytelling/14-metasystematic-teal.md
storytelling,15,paradigmatic-turq,turquoise,complete,cells/storytelling/15-paradigmatic-turq.md
storytelling,16,cross-paradigmatic,indigo,complete,cells/storytelling/16-cross-paradigmatic.md
storytelling,17,meta-cross-violet,violet,complete,cells/storytelling/17-meta-cross-violet.md
strategic,1,prehension,infrared,complete,cells/strategic/01-prehension.md
strategic,2,irritability,infrared,complete,cells/strategic/02-irritability.md
strategic,3,basic-impulse,magenta,complete,cells/strategic/03-basic-impulse.md
strategic,4,emotion-complex,red,complete,cells/strategic/04-emotion-complex.md
strategic,5,sensory-motor,red,complete,cells/strategic/05-sensory-motor.md
strategic,6,nominal-rule,amber,complete,cells/strategic/06-nominal-rule.md
strategic,7,sentential-faith,amber,complete,cells/strategic/07-sentential-faith.md
strategic,8,preoperational,amber,complete,cells/strategic/08-preoperational.md
strategic,9,primary-modern,amber,complete,cells/strategic/09-primary-modern.md
strategic,10,concrete-peak,amber,complete,cells/strategic/10-concrete-peak.md
strategic,11,abstract-emerge,orange,complete,cells/strategic/11-abstract-emerge.md
strategic,12,formal-landmark,orange,complete,cells/strategic/12-formal-landmark.md
strategic,13,systematic-green,green,complete,cells/strategic/13-systematic-green.md
strategic,14,metasystematic-teal,teal,complete,cells/strategic/14-metasystematic-teal.md
strategic,15,paradigmatic-turq,turquoise,complete,cells/strategic/15-paradigmatic-turq.md
strategic,16,cross-paradigmatic,indigo,complete,cells/strategic/16-cross-paradigmatic.md
strategic,17,meta-cross-violet,violet,complete,cells/strategic/17-meta-cross-violet.md
system,1,prehension,infrared,complete,cells/system/01-prehension.md
system,2,irritability,infrared,complete,cells/system/02-irritability.md
system,3,basic-impulse,magenta,complete,cells/system/03-basic-impulse.md
system,4,emotion-complex,red,complete,cells/system/04-emotion-complex.md
system,5,sensory-motor,red,complete,cells/system/05-sensory-motor.md
system,6,nominal-rule,amber,complete,cells/system/06-nominal-rule.md
system,7,sentential-faith,amber,complete,cells/system/07-sentential-faith.md
system,8,preoperational,amber,complete,cells/system/08-preoperational.md
system,9,primary-modern,amber,complete,cells/system/09-primary-modern.md
system,10,concrete-peak,amber,complete,cells/system/10-concrete-peak.md
system,11,abstract-emerge,orange,complete,cells/system/11-abstract-emerge.md
system,12,formal-landmark,orange,complete,cells/system/12-formal-landmark.md
system,13,systematic-green,green,complete,cells/system/13-systematic-green.md
system,14,metasystematic-teal,teal,complete,cells/system/14-metasystematic-teal.md
system,15,paradigmatic-turq,turquoise,complete,cells/system/15-paradigmatic-turq.md
system,16,cross-paradigmatic,indigo,complete,cells/system/16-cross-paradigmatic.md
system,17,meta-cross-violet,violet,complete,cells/system/17-meta-cross-violet.md
technology,1,prehension,infrared,complete,cells/technology/01-prehension.md
technology,2,irritability,infrared,complete,cells/technology/02-irritability.md
technology,3,basic-impulse,magenta,complete,cells/technology/03-basic-impulse.md
technology,4,emotion-complex,red,complete,cells/technology/04-emotion-complex.md
technology,5,sensory-motor,red,complete,cells/technology/05-sensory-motor.md
technology,6,nominal-rule,amber,complete,cells/technology/06-nominal-rule.md
technology,7,sentential-faith,amber,complete,cells/technology/07-sentential-faith.md
technology,8,preoperational,amber,complete,cells/technology/08-preoperational.md
technology,9,primary-modern,amber,complete,cells/technology/09-primary-modern.md
technology,10,concrete-peak,amber,complete,cells/technology/10-concrete-peak.md
technology,11,abstract-emerge,orange,complete,cells/technology/11-abstract-emerge.md
technology,12,formal-landmark,orange,complete,cells/technology/12-formal-landmark.md
technology,13,systematic-green,green,complete,cells/technology/13-systematic-green.md
technology,14,metasystematic-teal,teal,complete,cells/technology/14-metasystematic-teal.md
technology,15,paradigmatic-turq,turquoise,complete,cells/technology/15-paradigmatic-turq.md
technology,16,cross-paradigmatic,indigo,complete,cells/technology/16-cross-paradigmatic.md
technology,17,meta-cross-violet,violet,complete,cells/technology/17-meta-cross-violet.md
values,1,prehension,infrared,complete,cells/values/01-prehension.md
values,2,irritability,infrared,complete,cells/values/02-irritability.md
values,3,basic-impulse,magenta,complete,cells/values/03-basic-impulse.md
values,4,emotion-complex,red,complete,cells/values/04-emotion-complex.md
values,5,sensory-motor,red,complete,cells/values/05-sensory-motor.md
values,6,nominal-rule,amber,complete,cells/values/06-nominal-rule.md
values,7,sentential-faith,amber,complete,cells/values/07-sentential-faith.md
values,8,preoperational,amber,complete,cells/values/08-preoperational.md
values,9,primary-modern,amber,complete,cells/values/09-primary-modern.md
values,10,concrete-peak,amber,complete,cells/values/10-concrete-peak.md
values,11,abstract-emerge,orange,complete,cells/values/11-abstract-emerge.md
values,12,formal-landmark,orange,complete,cells/values/12-formal-landmark.md
values,13,systematic-green,green,complete,cells/values/13-systematic-green.md
values,14,metasystematic-teal,teal,complete,cells/values/14-metasystematic-teal.md
values,15,paradigmatic-turq,turquoise,complete,cells/values/15-paradigmatic-turq.md
values,16,cross-paradigmatic,indigo,complete,cells/values/16-cross-paradigmatic.md
values,17,meta-cross-violet,violet,complete,cells/values/17-meta-cross-violet.md
willpower,1,prehension,infrared,complete,cells/willpower/01-prehension.md
willpower,2,irritability,infrared,complete,cells/willpower/02-irritability.md
willpower,3,basic-impulse,magenta,complete,cells/willpower/03-basic-impulse.md
willpower,4,emotion-complex,red,complete,cells/willpower/04-emotion-complex.md
willpower,5,sensory-motor,red,complete,cells/willpower/05-sensory-motor.md
willpower,6,nominal-rule,amber,complete,cells/willpower/06-nominal-rule.md
willpower,7,sentential-faith,amber,complete,cells/willpower/07-sentential-faith.md
willpower,8,preoperational,amber,complete,cells/willpower/08-preoperational.md
willpower,9,primary-modern,amber,complete,cells/willpower/09-primary-modern.md
willpower,10,concrete-peak,amber,complete,cells/willpower/10-concrete-peak.md
willpower,11,abstract-emerge,orange,complete,cells/willpower/11-abstract-emerge.md
willpower,12,formal-landmark,orange,complete,cells/willpower/12-formal-landmark.md
willpower,13,systematic-green,green,complete,cells/willpower/13-systematic-green.md
willpower,14,metasystematic-teal,teal,complete,cells/willpower/14-metasystematic-teal.md
willpower,15,paradigmatic-turq,turquoise,complete,cells/willpower/15-paradigmatic-turq.md
willpower,16,cross-paradigmatic,indigo,complete,cells/willpower/16-cross-paradigmatic.md
willpower,17,meta-cross-violet,violet,complete,cells/willpower/17-meta-cross-violet.md
worldview,1,prehension,infrared,complete,cells/worldview/01-prehension.md
worldview,2,irritability,infrared,complete,cells/worldview/02-irritability.md
worldview,3,basic-impulse,infrared,complete,cells/worldview/03-basic-impulse.md
worldview,4,emotion-complex,magenta,complete,cells/worldview/04-emotion-complex.md
worldview,5,sensory-motor,red,complete,cells/worldview/05-sensory-motor.md
worldview,6,nominal-rule,amber,complete,cells/worldview/06-nominal-rule.md
worldview,7,sentential-faith,amber,complete,cells/worldview/07-sentential-faith.md
worldview,8,preoperational,green,complete,cells/worldview/08-preoperational.md
worldview,9,primary-modern,amber,complete,cells/worldview/09-primary-modern.md
worldview,10,concrete-peak,orange,complete,cells/worldview/10-concrete-peak.md
worldview,11,abstract-emerge,orange,complete,cells/worldview/11-abstract-emerge.md
worldview,12,formal-landmark,teal,complete,cells/worldview/12-formal-landmark.md
worldview,13,systematic-green,teal,complete,cells/worldview/13-systematic-green.md
worldview,14,metasystematic-teal,turquoise,complete,cells/worldview/14-metasystematic-teal.md
worldview,15,paradigmatic-turq,turquoise,complete,cells/worldview/15-paradigmatic-turq.md
worldview,16,cross-paradigmatic,violet,complete,cells/worldview/16-cross-paradigmatic.md
worldview,17,meta-cross-violet,violet,complete,cells/worldview/17-meta-cross-violet.md
